times,odmr_peak_pos_0[Hz],odmr_peak_pos_1[Hz]
2024-04-19 20:04:13.766949,2648209442.6207438,2724759394.661814
2024-04-19 20:04:19.179231,2648210581.349217,2724759795.115981
2024-04-19 20:04:23.980119,2648207854.7011676,2724756121.911008
2024-04-19 20:04:30.009752,2648209029.852485,2724760571.3520355
2024-04-19 20:04:36.110267,2648208659.4446754,2724762960.108013
2024-04-19 20:04:41.556398,2648208677.996195,2724762112.31264
2024-04-19 20:04:47.607122,2648209987.9570475,2724758300.9704266
2024-04-19 20:04:53.656811,2648210759.1572423,2724760286.1089015
2024-04-19 20:04:59.715901,2648209143.6409655,2724759909.9380136
2024-04-19 20:05:05.188794,2648211307.3192787,2724756749.413391
2024-04-19 20:05:09.962185,2648206712.621709,2724759167.249421
2024-04-19 20:05:15.986472,2648212326.0088344,2724753753.8790393
2024-04-19 20:05:22.018909,2648213275.82773,2724754490.161379
2024-04-19 20:05:28.021416,2648213337.582232,2724755086.32508
2024-04-19 20:05:33.478598,2648211908.9905586,2724760841.736679
2024-04-19 20:05:39.511249,2648210063.814841,2724759417.8085647
2024-04-19 20:05:44.959315,2648212601.903615,2724757277.3794904
2024-04-19 20:05:50.403146,2648209391.7183075,2724760763.3465605
2024-04-19 20:05:56.472289,2648210700.594308,2724762189.137436
2024-04-19 20:06:01.888158,2648211810.5693455,2724760713.093106
2024-04-19 20:06:07.866640,2648212297.232479,2724757015.254467
2024-04-19 20:06:13.861849,2648211216.9206085,2724757648.9515553
2024-04-19 20:06:19.862418,2648208724.1341286,2724760152.2249007
2024-04-19 20:06:25.853540,2648210478.9255314,2724761163.59483
2024-04-19 20:06:31.911408,2648209287.2411666,2724760385.33372
2024-04-19 20:06:37.358107,2648207320.88863,2724759909.1332016
2024-04-19 20:06:42.790698,2648208136.034747,2724759232.6933475
2024-04-19 20:06:47.593158,2648207069.3876123,2724760724.062988
2024-04-19 20:06:53.003879,2648208137.989431,2724758317.437866
2024-04-19 20:06:59.095342,2648207047.601616,2724759199.1924396
2024-04-19 20:07:05.142503,2648208196.640603,2724761104.5902414
2024-04-19 20:07:10.516654,2648204974.5559564,2724758930.7674546
2024-04-19 20:07:16.560640,2648208320.4132457,2724757627.7328973
2024-04-19 20:07:22.004881,2648209211.971288,2724762226.7310085
2024-04-19 20:07:27.759322,2648205830.816371,2724758384.3571353
2024-04-19 20:07:33.767112,2648207857.4655895,2724759747.915241
2024-04-19 20:07:39.836443,2648209592.8704004,2724760906.2909036
2024-04-19 20:07:45.297374,2648208592.171088,2724761495.724318
2024-04-19 20:07:50.159410,2648208802.334306,2724757124.386609
2024-04-19 20:07:56.245989,2648208460.1345787,2724761463.2696705
2024-04-19 20:08:02.289367,2648205808.698654,2724761260.7920423
2024-04-19 20:08:07.705106,2648205345.5697803,2724758354.9053764
2024-04-19 20:08:13.197648,2648207495.731723,2724758107.4599714
2024-04-19 20:08:18.628716,2648207980.1070895,2724759458.684512
2024-04-19 20:08:24.756090,2648208726.413187,2724758236.327187
2024-04-19 20:08:30.183489,2648207322.039797,2724759686.864915
2024-04-19 20:08:35.659358,2648207508.5246015,2724759550.129345
2024-04-19 20:08:41.088682,2648209450.714281,2724759573.3175488
2024-04-19 20:08:47.106931,2648208798.7911,2724759187.1154976
2024-04-19 20:08:53.190634,2648208669.7968287,2724759154.1168346
2024-04-19 20:08:58.545101,2648207339.0137105,2724758791.091073
2024-04-19 20:09:03.356945,2648206786.986129,2724758362.8846927
2024-04-19 20:09:08.192721,2648209303.4856653,2724755306.300727
2024-04-19 20:09:14.206670,2648210163.9851713,2724754650.9864984
2024-04-19 20:09:20.219271,2648210193.3341093,2724756576.7745376
2024-04-19 20:09:26.234225,2648211994.178542,2724758203.210495
2024-04-19 20:09:32.287383,2648209465.029385,2724756570.5882745
2024-04-19 20:09:38.341534,2648209921.6769876,2724758255.0925612
2024-04-19 20:09:43.813994,2648210144.2754045,2724757024.831729
2024-04-19 20:09:49.291689,2648210693.0107975,2724760941.551519
2024-04-19 20:09:54.774141,2648207580.9336534,2724759269.1622505
2024-04-19 20:10:00.222603,2648207186.2742453,2724763227.8836193
2024-04-19 20:10:06.318376,2648208737.0671606,2724762128.9069724
2024-04-19 20:10:12.420875,2648206278.4855404,2724761138.428261
2024-04-19 20:10:18.508174,2648210044.7751346,2724759988.4454045
2024-04-19 20:10:24.588789,2648207924.765279,2724756379.5424814
2024-04-19 20:10:30.587460,2648210487.7698245,2724761493.949085
2024-04-19 20:10:36.638758,2648208338.9397426,2724759706.453866
2024-04-19 20:10:42.695435,2648204427.699781,2724760185.4245434
2024-04-19 20:10:48.107525,2648207243.297615,2724759892.5525246
2024-04-19 20:10:53.574908,2648206797.3810053,2724760616.9600496
2024-04-19 20:10:59.674733,2648206242.536051,2724764769.2367315
2024-04-19 20:11:05.700898,2648207697.428875,2724763116.942981
2024-04-19 20:11:10.491141,2648208163.2873898,2724763493.4062862
2024-04-19 20:11:15.871697,2648207001.7649236,2724759041.294739
2024-04-19 20:11:21.974738,2648205978.3930387,2724762251.4292345
2024-04-19 20:11:27.424749,2648207668.5062795,2724758922.1322656
2024-04-19 20:11:32.860220,2648207775.5181737,2724761681.165132
2024-04-19 20:11:38.905900,2648205915.586916,2724763173.0354967
2024-04-19 20:11:44.320950,2648209548.751057,2724761578.177297
2024-04-19 20:11:50.354050,2648206799.4609756,2724763305.6849465
2024-04-19 20:11:55.755836,2648207224.0661697,2724772852.6042175
2024-04-19 20:12:01.814441,2648207268.652909,2724762482.933445
2024-04-19 20:12:07.876531,2648208002.99409,2724760620.0181518
2024-04-19 20:12:13.326058,2648205522.7543435,2724763243.015214
2024-04-19 20:12:18.736989,2648208124.7755327,2724761736.2721987
2024-04-19 20:12:24.782275,2648207520.6132717,2724763472.670677
2024-04-19 20:12:30.856537,2648205675.6047306,2724763444.2780533
2024-04-19 20:12:36.870069,2648205514.3514056,2724761124.940968
2024-04-19 20:12:42.917227,2648208139.5337353,2724766239.949964
2024-04-19 20:12:48.966006,2648204373.0696173,2724762344.5681014
2024-04-19 20:12:55.007343,2648208321.216949,2724762756.854889
2024-04-19 20:12:59.821065,2648207876.4786105,2724764679.236641
2024-04-19 20:13:04.646528,2648203810.631734,2724761669.589777
2024-04-19 20:13:10.699648,2648207346.160922,2724759975.064651
2024-04-19 20:13:16.163666,2648205241.7137775,2724761620.1500845
2024-04-19 20:13:21.541712,2648206530.7875485,2724758237.3636875
2024-04-19 20:13:26.971456,2648203346.330475,2724755366.961661
2024-04-19 20:13:32.459357,2648201059.3525586,2724764507.050192
2024-04-19 20:13:38.567362,2648208510.8697205,2724766056.4543257
2024-04-19 20:13:44.681986,2648206625.5966597,2724761932.3236904
2024-04-19 20:13:50.697683,2648205325.685544,2724764166.385169
2024-04-19 20:13:56.713944,2648206618.710116,2724764863.6193357
2024-04-19 20:14:02.165493,2648209159.370005,2724763229.881173
2024-04-19 20:14:07.377205,2648204817.7328606,2724763688.117851
2024-04-19 20:14:13.405213,2648206744.128549,2724760946.0203667
2024-04-19 20:14:19.448067,2648207214.289562,2724753284.182667
2024-04-19 20:14:24.923969,2648203769.085127,2724761596.9920583
2024-04-19 20:14:30.390112,2648204784.6709995,2724762978.953888
2024-04-19 20:14:35.186568,2648204376.1641397,2724757837.849069
2024-04-19 20:14:40.605720,2648208436.1654572,2724759714.5615096
2024-04-19 20:14:46.064946,2648205646.910786,2724759201.3717813
2024-04-19 20:14:51.467681,2648206134.137473,2724753739.234321
2024-04-19 20:14:56.315689,2648211596.371033,2724757389.4988294
2024-04-19 20:15:02.444036,2648206761.8190804,2724755983.615391
2024-04-19 20:15:07.840183,2648207160.9272146,2724760692.897135
2024-04-19 20:15:12.604883,2648205988.82105,2724761722.3172426
2024-04-19 20:15:18.617937,2648205956.894414,2724764476.3245964
2024-04-19 20:15:24.040789,2648207411.400654,2724764323.0728106
2024-04-19 20:15:30.152691,2648206775.9564934,2724761731.7418075
2024-04-19 20:15:35.664730,2648208067.255923,2724758627.668302
2024-04-19 20:15:41.542736,2648205935.8913546,2724759145.073362
2024-04-19 20:15:47.610419,2648204314.6397877,2724767098.4846544
2024-04-19 20:15:53.638570,2648209738.1353135,2724764387.431495
2024-04-19 20:15:59.110196,2648201161.5457854,2724762799.8228865
2024-04-19 20:16:05.171467,2648208069.1960487,2724764912.877734
2024-04-19 20:16:10.597953,2648208339.4683766,2724764719.776765
2024-04-19 20:16:16.659542,2648204517.456146,2723709549.9930763
2024-04-19 20:16:22.096286,2648207308.1204157,2724762865.345999
2024-04-19 20:16:26.923050,2648205999.562016,2724760325.7060843
2024-04-19 20:16:32.993365,2648201748.783366,2724761599.3560925
2024-04-19 20:16:37.762831,2648198803.267992,2724763215.233181
2024-04-19 20:16:43.169834,2648204683.6544094,2724764855.6504545
2024-04-19 20:16:47.994005,2648200579.254896,2724760894.347265
2024-04-19 20:16:53.443089,2648208634.5342035,2724764983.984597
2024-04-19 20:16:58.291719,2648197775.138158,2724773057.609229
2024-04-19 20:17:03.808933,2648207275.911252,2724762692.0723777
2024-04-19 20:17:09.298705,2648205972.644921,2724765033.5139437
2024-04-19 20:17:14.572312,2648204059.453657,2724760664.11981
2024-04-19 20:17:19.397600,2648207140.004859,2724760164.088711
2024-04-19 20:17:24.834885,2648207064.7642245,2724757499.306961
2024-04-19 20:17:30.899742,2648204822.933648,2724762803.731867
2024-04-19 20:17:36.361837,2648209456.2335453,2724758214.86474
2024-04-19 20:17:41.815307,2648203476.9028254,2724763874.9893985
2024-04-19 20:17:47.925976,2648210111.728348,2724763533.974549
2024-04-19 20:17:53.982765,2648205173.4882355,2724764275.9803557
2024-04-19 20:18:00.041573,2648207293.8046484,2724760054.4988546
2024-04-19 20:18:06.088400,2648206269.39579,2724760296.916329
2024-04-19 20:18:12.124980,2648208198.599559,2724764558.464235
2024-04-19 20:18:18.152192,2648209609.5754604,2724765090.7964163
2024-04-19 20:18:24.171748,2648186346.185165,2724761451.8190746
2024-04-19 20:18:30.171070,2648205693.949704,2724760577.7987437
2024-04-19 20:18:34.990335,2648203746.559843,2724760783.4154925
2024-04-19 20:18:40.429358,2648201224.7337856,2724759879.528805
2024-04-19 20:18:45.820448,2648202135.478473,2724761195.313699
2024-04-19 20:18:51.890903,2648206516.6586056,2724764487.75735
2024-04-19 20:18:58.002713,2648213400.1006722,2724760224.68048
2024-04-19 20:19:03.399852,2648209607.218107,2724755074.557832
2024-04-19 20:19:09.483044,2648210391.1580734,2724777121.6965256
2024-04-19 20:19:15.542126,2648128219.7849665,2724767837.921171
2024-04-19 20:19:21.624213,2648210032.50041,2724736559.6332254
2024-04-19 20:19:26.410007,2648225115.898041,2723709650.5016212
2024-04-19 20:19:32.457786,2648219989.678308,2724765885.962096
2024-04-19 20:19:38.561754,2648209005.9250383,2724759274.16965
2024-04-19 20:19:44.696961,2648205969.4048295,2724761584.852666
2024-04-19 20:19:50.168418,2648204836.328437,2724759931.6341453
2024-04-19 20:19:55.636474,2648205454.505698,2724759590.707155
2024-04-19 20:20:01.091263,2648203753.585327,2724761379.6586504
2024-04-19 20:20:07.133610,2648202321.3970213,2724760013.7584443
2024-04-19 20:20:13.231237,2648201816.2886257,2724776141.558408
2024-04-19 20:20:18.693555,2648208598.1076393,2724759748.00859
2024-04-19 20:20:24.130709,2648207184.3862834,2724770580.0401335
2024-04-19 20:20:30.173217,2648204173.8621798,2724761581.7410736
2024-04-19 20:20:35.662078,2648208261.346115,2724763989.944999
2024-04-19 20:20:40.497406,2648200793.220356,2724766855.0459657
2024-04-19 20:20:45.310347,2648204105.6373787,2724760568.04482
2024-04-19 20:20:50.124694,2648203938.257852,2724768702.1767893
2024-04-19 20:20:56.138806,2648201284.1084123,2724761617.287077
2024-04-19 20:21:01.545605,2648203003.4558067,2724758457.578422
2024-04-19 20:21:07.558447,2648211048.9439716,2724761118.7061377
2024-04-19 20:21:13.033141,2648204479.1299305,2724758096.9087076
2024-04-19 20:21:19.034418,2648203652.11674,2724759577.544201
2024-04-19 20:21:24.431918,2648205406.9218836,2724755727.085697
2024-04-19 20:21:30.491460,2648210333.421489,2723723809.765687
2024-04-19 20:21:35.710513,2648203275.6763115,2724782113.010461
2024-04-19 20:21:41.735606,2647125729.5917406,2724806876.227915
2024-04-19 20:21:47.837423,2647166773.5711274,2724793957.947657
2024-04-19 20:21:53.240463,2648201789.411436,2724761335.1305647
2024-04-19 20:21:59.296992,2648203830.77589,2724761951.46546
2024-04-19 20:22:05.325014,2648208566.983344,2724778933.9730153
2024-04-19 20:22:11.362494,2648207417.5134106,2724757613.187674
2024-04-19 20:22:16.797304,2648233116.754668,2724764886.053079
2024-04-19 20:22:22.857047,2647178997.9344854,2724752036.2259984
2024-04-19 20:22:28.890188,2648206567.1595097,2724759847.2013617
2024-04-19 20:22:34.920129,2648202459.1007886,2724762189.22024
2024-04-19 20:22:41.002272,2648202933.89812,2724783972.939731
2024-04-19 20:22:47.112405,2648206388.2993817,2724767279.524898
2024-04-19 20:22:52.575425,2648199148.035041,2724755570.5563197
2024-04-19 20:22:58.631112,2648204043.6152864,2724759407.835212
2024-04-19 20:23:03.439260,2648202780.6499963,2724761320.2264004
2024-04-19 20:23:08.829025,2648209500.080612,2724760990.71812
2024-04-19 20:23:14.928200,2648206490.914235,2724765409.216135
2024-04-19 20:23:20.331399,2648204105.554071,2724763033.0484138
2024-04-19 20:23:26.385751,2648200773.3856163,2724762107.8902254
2024-04-19 20:23:32.457337,2648207585.9302893,2724777741.3446555
2024-04-19 20:23:38.474611,2648185795.9008536,2724762475.24584
2024-04-19 20:23:44.544289,2648204876.4526243,2724759709.966079
2024-04-19 20:23:50.583194,2648202835.8228245,2724759280.739584
2024-04-19 20:23:55.970683,2648198619.3529396,2724763292.125794
2024-04-19 20:24:01.443466,2648209853.000046,2724760709.2979436
2024-04-19 20:24:06.903615,2648204219.4769297,2724791178.670678
2024-04-19 20:24:12.323719,2648200766.975505,2724764755.6471334
2024-04-19 20:24:18.367284,2648202944.661695,2724753935.1014934
2024-04-19 20:24:23.823325,2648207715.002056,2724782013.131835
2024-04-19 20:24:29.863734,2648203784.1442657,2724763487.305825
2024-04-19 20:24:35.342998,2648201519.742366,2724764514.2658825
2024-04-19 20:24:40.176492,2648203902.795607,2724764677.680589
2024-04-19 20:24:45.624519,2648203553.1951356,2724763489.655176
2024-04-19 20:24:51.088540,2648202985.603445,2724763390.1767807
2024-04-19 20:24:55.884209,2648203194.0258236,2724764905.29387
2024-04-19 20:25:01.968834,2648201236.2953033,2724763292.723519
2024-04-19 20:25:08.058840,2648200115.081376,2724763827.539663
2024-04-19 20:25:13.452148,2648204270.9808683,2724766857.3297033
2024-04-19 20:25:19.522812,2648200057.652534,2724765263.12038
2024-04-19 20:25:25.608243,2648201741.300567,2724763478.3669467
2024-04-19 20:25:31.063801,2648205533.4326515,2724764951.271478
2024-04-19 20:25:35.908557,2648205813.181318,2724761998.9116287
2024-04-19 20:25:41.308758,2648202096.6109514,2724761603.697261
2024-04-19 20:25:47.329258,2648201557.772263,2724763913.0033875
2024-04-19 20:25:53.353269,2648200994.8767166,2724761845.4892263
2024-04-19 20:25:59.312451,2648203886.583724,2724763279.0324144
2024-04-19 20:26:05.387200,2648200371.75065,2724763812.4641657
2024-04-19 20:26:11.421094,2648200709.3229938,2724763582.646181
2024-04-19 20:26:16.798829,2648202428.764618,2724762481.207403
2024-04-19 20:26:22.831530,2648204737.244732,2724763204.7755527
2024-04-19 20:26:28.937001,2648203407.4735594,2724760089.4100695
2024-04-19 20:26:34.347513,2648204048.9711556,2724764352.2741656
2024-04-19 20:26:39.782631,2648202444.043275,2724766983.2812576
2024-04-19 20:26:45.270363,2648202648.420141,2724765405.272359
2024-04-19 20:26:51.298657,2648200592.017188,2724768924.914731
2024-04-19 20:26:57.368366,2648200000.3382835,2724765788.564089
2024-04-19 20:27:02.827295,2648202099.4965158,2724767746.7321405
2024-04-19 20:27:09.008956,2648202271.5848627,2724765822.5342674
2024-04-19 20:27:15.050625,2648200475.50515,2724767311.8937464
2024-04-19 20:27:20.476804,2648200059.321115,2724767977.085677
2024-04-19 20:27:26.496783,2648201317.5459304,2724768076.394822
2024-04-19 20:27:31.944411,2648198455.154869,2724767436.7789774
2024-04-19 20:27:37.975818,2648202390.168313,2724771119.466431
2024-04-19 20:27:44.013697,2648196677.336133,2724769202.8462386
2024-04-19 20:27:50.063023,2648199238.170831,2724769317.0022907
2024-04-19 20:27:55.479526,2648197339.0198445,2724771269.437598
2024-04-19 20:28:00.885705,2648194096.999445,2724772811.578446
2024-04-19 20:28:05.658294,2648195854.0077515,2724767666.1375856
2024-04-19 20:28:11.743243,2648197501.838182,2724769210.4508696
2024-04-19 20:28:17.812709,2648197600.123439,2724768472.434003
2024-04-19 20:28:23.863459,2648200063.5274525,2724768426.07703
2024-04-19 20:28:29.227903,2648197710.761801,2724766226.263056
2024-04-19 20:28:35.105375,2648196723.659508,2724768236.406761
2024-04-19 20:28:40.500654,2648200667.7287292,2724765350.5167828
2024-04-19 20:28:46.550009,2648199886.847114,2724767295.861476
2024-04-19 20:28:51.993797,2648197955.9318066,2724769434.261588
2024-04-19 20:28:58.140403,2648197187.3042154,2724770530.8552504
2024-04-19 20:29:03.574328,2648198479.0176306,2724769503.3675694
2024-04-19 20:29:09.618452,2648197699.455487,2724770141.3274364
2024-04-19 20:29:14.399596,2648198652.5417414,2724769249.755968
2024-04-19 20:29:19.826589,2648197476.492611,2724766494.1532784
2024-04-19 20:29:25.281098,2648197088.4150977,2724766725.380253
2024-04-19 20:29:30.724773,2648195789.42669,2724771728.0493455
2024-04-19 20:29:36.765645,2648197538.7578225,2724770055.277512
2024-04-19 20:29:42.207493,2648196220.6892653,2724766702.115368
2024-04-19 20:29:48.280290,2648196120.8309135,2724770856.7610526
2024-04-19 20:29:53.747341,2648195531.6150393,2724770025.049445
2024-04-19 20:29:59.816891,2648197437.1699047,2724766202.016803
2024-04-19 20:30:05.218946,2648194878.9127126,2724769458.3684397
2024-04-19 20:30:10.681298,2648197025.339767,2724766258.9319468
2024-04-19 20:30:16.116416,2648197394.93489,2724763870.7267466
2024-04-19 20:30:22.235737,2648195202.066687,2724769331.388233
2024-04-19 20:30:27.653582,2648197339.99496,2724770267.0767746
2024-04-19 20:30:33.699451,2648194770.907544,2724772241.1031833
2024-04-19 20:30:39.169973,2648196707.7330003,2724772242.201514
2024-04-19 20:30:44.669539,2648196117.3587537,2724769452.1410317
2024-04-19 20:30:50.715940,2648197348.214057,2724773076.42891
2024-04-19 20:30:56.814799,2648193771.9496584,2724770233.2906055
2024-04-19 20:31:02.217982,2648194489.7784195,2724772056.392105
2024-04-19 20:31:08.243260,2648195369.1044846,2724771051.6577845
2024-04-19 20:31:14.315066,2648196664.688948,2724767357.7629766
2024-04-19 20:31:20.348823,2648196735.462891,2724768762.9035654
2024-04-19 20:31:26.365781,2648199323.9017625,2724768544.3482533
2024-04-19 20:31:31.764770,2648198189.886032,2724773196.3968735
2024-04-19 20:31:37.805100,2648196601.460268,2724769473.507324
2024-04-19 20:31:43.840399,2648195466.927846,2724768750.982491
2024-04-19 20:31:49.905246,2648194093.603878,2724771514.9576836
2024-04-19 20:31:55.950745,2648194372.370348,2724771147.6716166
2024-04-19 20:32:02.016877,2648193663.178515,2724770454.8160105
2024-04-19 20:32:08.018225,2648196065.923423,2724770028.2257376
2024-04-19 20:32:13.450731,2648192746.5937853,2724772126.775503
2024-04-19 20:32:18.883652,2648193268.696479,2724775760.627524
2024-04-19 20:32:24.287898,2648190227.635318,2724774360.23478
2024-04-19 20:32:29.557362,2648189917.6932573,2724773444.590108
2024-04-19 20:32:35.048927,2648195345.506057,2724773742.0430145
2024-04-19 20:32:41.113244,2648195111.996103,2724773899.4832296
2024-04-19 20:32:47.205444,2648194926.827999,2724772333.4163613
2024-04-19 20:32:53.280447,2648193433.577879,2724773256.2142982
2024-04-19 20:32:58.758512,2648191277.873368,2724772134.6057034
2024-04-19 20:33:04.788715,2648193354.304592,2724774922.4178047
2024-04-19 20:33:10.206926,2648194455.2772875,2724773553.2281685
2024-04-19 20:33:15.599286,2648194043.947832,2724772589.614871
2024-04-19 20:33:21.039410,2648194415.767556,2724774784.065261
2024-04-19 20:33:27.100599,2648194253.7182574,2724772356.0877614
2024-04-19 20:33:33.192804,2648193886.326433,2724775504.9918194
2024-04-19 20:33:38.636499,2648192217.575432,2724772120.619762
2024-04-19 20:33:43.435066,2648193006.2332454,2724772623.481298
2024-04-19 20:33:48.819931,2648190674.9835925,2724771015.093822
2024-04-19 20:33:54.302629,2648190709.102619,2724771837.993724
2024-04-19 20:34:00.344629,2648190361.8122005,2724772703.2964153
2024-04-19 20:34:06.349499,2648189897.5038805,2724772147.0826325
2024-04-19 20:34:12.420442,2648188716.141671,2724773872.895745
2024-04-19 20:34:17.818463,2648193596.7909555,2724771393.165981
2024-04-19 20:34:23.825886,2648191564.9551115,2724774617.655153
2024-04-19 20:34:29.896196,2648189335.5791287,2724775915.055977
2024-04-19 20:34:35.950383,2648189741.9412174,2724775223.175227
2024-04-19 20:34:41.365855,2648187139.311962,2724775634.8286834
2024-04-19 20:34:46.809310,2648188963.913599,2724778686.863076
2024-04-19 20:34:52.859977,2648185383.4625654,2724776673.1072264
2024-04-19 20:34:58.272282,2648188501.2985783,2724778066.2594047
2024-04-19 20:35:04.369429,2648188428.1523767,2724781272.1043224
2024-04-19 20:35:09.822690,2648185298.626362,2724780716.2569857
2024-04-19 20:35:15.235754,2648185071.380041,2724777902.2399273
2024-04-19 20:35:20.700440,2648183592.404081,2724777643.2782087
2024-04-19 20:35:26.740487,2648186718.3870964,2724779096.240919
2024-04-19 20:35:32.727564,2648185550.7002454,2724778206.33426
2024-04-19 20:35:38.748486,2648185500.2142315,2724780186.5179405
2024-04-19 20:35:44.801472,2648184703.4755774,2724779431.955571
2024-04-19 20:35:50.858114,2648185178.239799,2724779043.6686506
2024-04-19 20:35:56.938939,2648181950.8642874,2724780566.170536
2024-04-19 20:36:01.798794,2648180330.6139584,2724782352.0733576
2024-04-19 20:36:07.812398,2648182704.2474256,2724779300.369071
2024-04-19 20:36:13.245118,2648185089.8765483,2724778894.045028
2024-04-19 20:36:18.510068,2648185110.5364895,2724784437.2101727
2024-04-19 20:36:24.610866,2648183557.289654,2724778453.361541
2024-04-19 20:36:30.681776,2648183489.531052,2724781891.557688
2024-04-19 20:36:36.881842,2648182030.4831963,2724786678.844034
2024-04-19 20:36:42.926057,2648178912.9419494,2724782587.8301516
2024-04-19 20:36:48.369296,2648177801.991184,2724785206.2641063
2024-04-19 20:36:54.443674,2648177803.405292,2724788942.7206364
2024-04-19 20:36:59.849256,2648176281.1741514,2724788403.8657103
2024-04-19 20:37:05.287747,2648176796.0953493,2723739825.9029255
2024-04-19 20:37:11.305613,2648175917.877015,2724786484.084821
2024-04-19 20:37:16.734981,2648174743.584239,2724782733.18426
2024-04-19 20:37:22.681042,2648175751.856786,2724785903.471547
2024-04-19 20:37:28.186137,2648177473.933304,2724788006.5574284
2024-04-19 20:37:33.586159,2648174874.1183996,2724790260.3848968
2024-04-19 20:37:38.992240,2648173193.7579017,2724788718.7701297
2024-04-19 20:37:45.058733,2648176820.8549294,2724786581.961026
2024-04-19 20:37:51.052835,2648174001.0111856,2724786174.220338
2024-04-19 20:37:56.473992,2648177172.422344,2724789571.309396
2024-04-19 20:38:01.868645,2648185366.6971765,2724787249.8862104
2024-04-19 20:38:07.331829,2648175516.7114773,2724789880.655226
2024-04-19 20:38:12.728171,2648172811.751316,2724790655.235133
2024-04-19 20:38:17.589973,2648174129.0808125,2724787319.5707917
2024-04-19 20:38:23.692695,2648173173.7363176,2724788088.0468054
2024-04-19 20:38:29.139290,2648175187.5444136,2724788553.1848793
2024-04-19 20:38:34.619352,2648175417.363205,2724788467.239064
2024-04-19 20:38:40.688974,2648175380.356413,2724782872.9114404
2024-04-19 20:38:46.787586,2648173719.6912656,2724787032.923901
2024-04-19 20:38:52.850009,2648171784.958391,2724789656.7085013
2024-04-19 20:38:57.710627,2648174801.8382387,2724792386.1040726
2024-04-19 20:39:03.762046,2648171935.0659084,2724791329.9604454
2024-04-19 20:39:09.780966,2648171138.484788,2724793158.2189746
2024-04-19 20:39:15.240754,2648168970.476085,2724789935.522746
2024-04-19 20:39:20.806915,2648172974.27038,2724791569.5085783
2024-04-19 20:39:26.322335,2648175959.825057,2724787861.563592
2024-04-19 20:39:32.362467,2648175352.910301,2724788375.1226826
2024-04-19 20:39:37.182407,2648173214.8687205,2724783636.0559583
2024-04-19 20:39:43.294647,2648171296.8353367,2724789314.007667
2024-04-19 20:39:48.741343,2648171680.3371353,2724792871.891922
2024-04-19 20:39:54.774434,2648171398.75463,2724790730.27925
2024-04-19 20:39:59.990443,2648170275.8990626,2724789450.548237
2024-04-19 20:40:05.408645,2648172864.060953,2724788821.915699
2024-04-19 20:40:10.821973,2648170845.6686287,2724794421.773857
2024-04-19 20:40:16.849983,2648170248.2051163,2724793730.1543207
2024-04-19 20:40:22.444992,2648173621.2627316,2724791700.22505
2024-04-19 20:40:27.833270,2648173977.8818007,2724790047.9449253
2024-04-19 20:40:33.838624,2648170248.425334,2724795293.729665
2024-04-19 20:40:39.877748,2648168773.5848103,2724791603.032831
2024-04-19 20:40:45.318488,2648171970.6286554,2724793451.740632
2024-04-19 20:40:51.181694,2648175830.6164775,2724788332.4045177
2024-04-19 20:40:56.611505,2648168649.2921367,2724792015.299899
2024-04-19 20:41:01.403005,2648171409.236504,2724790020.352356
2024-04-19 20:41:07.457070,2648173122.161984,2724792292.2072372
2024-04-19 20:41:12.900290,2648171417.0499067,2724794273.9331427
2024-04-19 20:41:18.396584,2648171370.827632,2724791997.2290273
2024-04-19 20:41:23.178506,2648173217.8261194,2724794666.4107637
2024-04-19 20:41:29.426094,2648170842.7943482,2724794332.857793
2024-04-19 20:41:34.945588,2648173272.2805543,2724794456.697555
2024-04-19 20:41:40.983354,2648176325.4521236,2724788167.144977
2024-04-19 20:41:46.831402,2648171778.3295755,2724791128.3451056
2024-04-19 20:41:52.793512,2648170634.7343893,2724795889.7232876
2024-04-19 20:41:58.292890,2648173159.328022,2724792922.617466
2024-04-19 20:42:04.399458,2648170769.07274,2724794420.1368294
2024-04-19 20:42:09.260148,2648169135.6551876,2724796344.179142
2024-04-19 20:42:14.094420,2648167953.6465383,2724794022.447017
2024-04-19 20:42:20.158791,2648172862.971203,2724794478.1421013
2024-04-19 20:42:24.962455,2648174579.8511343,2724792384.3998446
2024-04-19 20:42:30.387099,2648171494.6933365,2724790957.2375274
2024-04-19 20:42:35.771051,2648172151.229304,2724791972.298175
2024-04-19 20:42:41.807068,2648172009.088255,2724791802.9896927
2024-04-19 20:42:47.880848,2648169363.8670244,2724793044.4399624
2024-04-19 20:42:53.319846,2648170668.5820208,2724790921.418992
2024-04-19 20:42:59.400562,2648169392.549753,2724793827.347683
2024-04-19 20:43:05.490504,2648169304.207177,2724800866.224621
2024-04-19 20:43:11.548313,2648169234.7916327,2724793459.1332994
2024-04-19 20:43:16.422155,2648170338.0904684,2724794071.1552763
2024-04-19 20:43:21.906988,2648169554.653758,2724794524.370592
2024-04-19 20:43:27.365489,2648169705.8661585,2724793076.0023017
2024-04-19 20:43:33.438960,2648170168.335603,2724792883.660009
2024-04-19 20:43:38.915613,2648171279.338904,2724793195.6068277
2024-04-19 20:43:44.426043,2648168995.125615,2724796143.3211284
2024-04-19 20:43:50.496011,2648171909.857684,2724792628.726245
2024-04-19 20:43:56.567251,2648170783.162486,2724793375.976484
2024-04-19 20:44:02.075023,2648168214.6499777,2724793993.83209
2024-04-19 20:44:08.102076,2648169039.535165,2724791771.557829
